bp	genome_feature	SNP_count	consistency_index	CountsACGT	Min.No.ChangesonTree	Protein	Function
3544	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3545	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3546	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3547	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3548	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3549	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3550	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3551	ORF1a	68	0.333333333	0:46602:0:67	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3552	ORF1a	8	0.333333333	0:46666:0:8	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3553	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3554	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3555	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3556	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3557	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3558	ORF1a	2	0.500000000	46671:0:2:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3559	ORF1a	3	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3560	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3561	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3562	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3563	ORF1a	2	0.500000000	2:0:46672:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3564	ORF1a	42	0.045454545	0:0:46612:42	 22	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3565	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3566	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3567	ORF1a	12	0.500000000	12:0:46665:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3568	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3569	ORF1a	9	0.200000000	46666:0:9:0	  5	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3570	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3571	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3572	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3573	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3574	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3575	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3576	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3577	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3578	ORF1a	3	0.500000000	0:3:0:46678	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3579	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3580	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3581	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3582	ORF1a	7	0.333333333	5:0:46673:2	  6	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3583	ORF1a	7	0.333333333	0:46673:0:7	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3584	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3585	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3586	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3587	ORF1a	16	0.142857143	0:46663:0:16	  7	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3588	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3589	ORF1a	14	0.333333333	0:46669:0:14	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3590	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3591	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3592	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3593	ORF1a	10	0.200000000	0:46673:0:10	  5	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3594	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3595	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3596	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3597	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3598	ORF1a	5	0.333333333	0:5:0:46679	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3599	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3600	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3601	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3602	ORF1a	13	0.100000000	0:46670:0:13	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3603	ORF1a	3	0.500000000	46682:0:3:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3604	ORF1a	2	0.500000000	0:46684:0:2	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3605	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3606	ORF1a	3	0.333333333	0:0:46681:3	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3607	ORF1a	2	0.500000000	0:2:0:46686	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3608	ORF1a	3	0.666666667	1:46683:0:2	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3609	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3610	ORF1a	3	0.333333333	0:3:0:46682	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3611	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3612	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3613	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3614	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3615	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3616	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3617	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3618	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3619	ORF1a	26	0.100000000	0:46657:0:26	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3620	ORF1a	4	0.333333333	4:0:46682:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3621	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3622	ORF1a	12	0.250000000	0:46671:0:12	  4	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3623	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3624	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3625	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3626	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3627	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3628	ORF1a	3	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3629	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3630	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3631	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3632	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3633	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3634	ORF1a	78	0.142857143	0:46598:0:78	  7	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3635	ORF1a	2	0.500000000	46676:0:2:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3636	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3637	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3638	ORF1a	3	0.666666667	1:0:46659:2	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3639	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3640	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3641	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3642	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3643	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3644	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3645	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3646	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3647	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3648	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3649	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3650	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3651	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3652	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3653	ORF1a	16	0.090909091	0:46638:0:16	 11	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3654	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3655	ORF1a	4	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3656	ORF1a	4	0.500000000	0:46649:0:4	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3657	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3658	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3659	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3660	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3661	ORF1a	5	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3662	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3663	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3664	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3665	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3666	ORF1a	8	0.333333333	0:46641:0:8	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3667	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3668	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3669	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3670	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3671	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3672	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3673	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3674	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3675	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3676	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3677	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3678	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3679	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3680	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3681	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3682	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3683	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3684	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3685	ORF1a	3	0.333333333	0:0:46625:3	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3686	ORF1a	4	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3687	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3688	ORF1a	2	0.500000000	0:46627:0:2	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3689	ORF1a	22	0.500000000	22:0:46608:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3690	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3691	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3692	ORF1a	16	0.142857143	0:0:46616:16	  7	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3693	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3694	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3695	ORF1a	13	0.100000000	0:46612:0:13	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3696	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3697	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3698	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3699	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3700	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3701	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3702	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3703	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3704	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3705	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3706	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3707	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3708	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3709	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3710	ORF1a	3	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3711	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3712	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3713	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3714	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3715	ORF1a	3	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3716	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3717	ORF1a	10	0.142857143	0:46605:0:10	  7	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3718	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3719	ORF1a	2	0.500000000	2:0:46619:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3720	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3721	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3722	ORF1a	10	0.666666667	46608:0:9:1	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3723	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3724	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3725	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3726	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3727	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3728	ORF1a	6	0.333333333	0:0:46613:6	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3729	ORF1a	3	0.333333333	3:0:46617:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3730	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3731	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3732	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3733	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3734	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3735	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3736	ORF1a	3	0.500000000	0:46619:0:3	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3737	ORF1a	98	0.100000000	0:46520:0:98	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3738	ORF1a	29	0.100000000	0:46588:0:29	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3739	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3740	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3741	ORF1a	7	0.750000000	1:5:1:46610	  4	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3742	ORF1a	4	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3743	ORF1a	25	0.100000000	0:46591:0:25	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3744	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3745	ORF1a	2	0.500000000	0:2:0:46613	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3746	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3747	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3748	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3749	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3750	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3751	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3752	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3753	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3754	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3755	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3756	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3757	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3758	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3759	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3760	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3761	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3762	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3763	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3764	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3765	ORF1a	2	0.500000000	46615:0:2:0	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3766	ORF1a	3	0.333333333	0:3:0:46615	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3767	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3768	ORF1a	38	0.076923077	0:46569:0:38	 13	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3769	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3770	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3771	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3772	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3773	ORF1a	4	0.333333333	0:46597:0:4	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3774	ORF1a	11	0.333333333	11:0:46592:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3775	ORF1a	5	0.250000000	0:46603:0:5	  4	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3776	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3777	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3778	ORF1a	3	0.333333333	46602:0:3:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3779	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3780	ORF1a	8	0.333333333	46635:0:8:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3781	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3782	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3783	ORF1a	3	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3784	ORF1a	25	0.083333333	0:46633:0:25	 12	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3785	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3786	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3787	ORF1a	65	0.100000000	0:46597:0:65	 10	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3788	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3789	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3790	ORF1a	4	0.333333333	46661:0:4:0	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3791	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3792	ORF1a	38	0.333333333	0:46630:0:38	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3793	ORF1a	7	0.333333333	0:7:0:46660	  3	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3794	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3795	ORF1a	1	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3796	ORF1a	2	0.500000000	0:46712:0:2	  2	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3797	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3798	ORF1a	2	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3799	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3800	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3801	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
3802	ORF1a	0	0	0	0	Nsp3	Nsp3-Nsp4-Nsp6 complex involved in viral replication
